Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
0.48618449672121283,0.9762988362768859,0.4401546843627022,-1.5092498076062226,0.6441432714571971,0.4089659506182248
0.08788863457414908,0.990956122691028,0.652170852869931,0.1340522595044737,0.7660431361898629,0.627926057996311
0.01635628316889049,0.8911509796588813,0.4546870248183409,0.37689925843243355,0.8044049612629232,1.7768333892171697
0.5174772498573383,-0.957972830922417,-0.08479166078061702,1.141574331932288,-0.3287115046945847,0.6331332640072787
0.8806309038724853,0.4396619500394547,0.3958465109677555,0.7573221643574427,0.40493851215157006,1.456587902467725
0.2839721809682883,0.8315354750960448,0.09013295242878916,-0.6250534519039019,0.4108374205090681,0.4716503242313383
0.4563654216756006,-0.046978911491724035,0.36750499616318705,-0.880375990242835,0.7381899580509556,-0.2850898760386102
0.13646186696658977,0.35847545261746927,0.638704818946412,0.09172799804252253,0.771000093149581,0.9125021083849301
-0.026765194477577515,0.07466423008975016,0.26027236595601977,-0.9752096574975302,0.38449399867427836,-0.03844427223095606
-0.021874574226457884,1.1048152325848248,1.2643523080225112,-0.19286660489508456,1.2420892091133349,0.7567739783820402
-0.41596881715140205,0.4384626807594092,0.9264271646336267,0.8485110726599899,1.1150662682592645,0.6138663665134838
0.5113430740652601,-1.0154446124694683,-0.02256512884328682,-0.03437238162317617,-0.28219126614288864,-0.3562849997494989
1.1108177485832185,1.201923760680067,0.8377176746705522,-1.280949682980998,0.8622308773224024,1.0153632581296366
0.8371931427916053,0.5671078994244029,1.0560290945861002,0.573821567114318,1.1825389885474753,-0.208262732642808
0.9393679274234588,0.9577917982738993,0.8629462024541205,-1.2621943694820252,1.01731527256522,0.7821553909454431
0.34215669398471105,-1.0237164119704507,-0.17444195275981042,-1.028306907856384,0.047053177195765405,-0.5010850836563603
-1.2282786527290224,0.8919919513625733,0.865178028646085,-1.8726925988463587,0.9499136145588795,0.2433656521443758
-0.03676894231093081,0.5594668429506284,-0.4125908950199823,-0.44494852735129364,-0.5127615459847862,1.3431920402002564
0.7476182086337089,0.5846956991270975,0.7008141734359489,0.3091215118348323,0.6641574100159224,1.0786714640025972
0.15427849060140753,-0.27716230766033323,0.6423281805393548,-0.6215486413524061,0.608954564062192,-0.3500953578900977
0.707871280450296,0.2729759115488991,-0.006972644449269152,-0.25813295878500814,0.5454158397109593,0.7662988281993526
-0.07353713544929998,-1.2514530002681648,-0.7528127179517649,0.6432884246996906,-0.5049217292847695,-0.251807277623006
1.101350587612694,-0.5211913870305751,-0.03338075148587533,1.4419324774631719,0.5762054887426117,1.3179088830456165
0.9852780557229688,2.206183372947595,1.4028262597545307,0.9720127579271657,0.9272721666933984,2.3531923439703926
0.8815934491548627,0.9877399868041999,0.9814924702384441,0.5270418788152136,0.9465269804324686,1.5403549507684677
0.6520675259065191,0.21176296971959632,0.44419525937557747,-1.557960244248849,0.8803521096805182,-2.019863900113669
